,home_team_name,away_team_name,home_wins,year,stadium_name,city,attendance,capacity,league
324,BOS,ATL,0,2016,Fenway Park,"Boston, Massachusetts","32,232",,MLB
325,ARI,STL,1,2016,Chase Field,"Phoenix, Arizona","18,933",,MLB
326,LAD,MIA,0,2016,Dodger Stadium,"Los Angeles, California","44,009",,MLB
327,CHC,ATL,1,2016,Wrigley Field,"Chicago, Illinois","34,007",,MLB
328,BAL,CHW,1,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","19,912",,MLB
329,PHI,CLE,1,2016,Citizens Bank Park,"Philadelphia, Pennsylvania","18,677",,MLB
330,PIT,CIN,1,2016,PNC Park,"Pittsburgh, Pennsylvania","29,938",,MLB
331,BOS,NYY,1,2016,Fenway Park,"Boston, Massachusetts","37,115",,MLB
332,NYM,SF,1,2016,Citi Field,"Queens, New York","39,764",,MLB
333,TB,TOR,0,2016,Tropicana Field,"St. Petersburg, Florida","13,679",,MLB
334,TEX,LAA,1,2016,Globe Life Park in Arlington,"Arlington, Texas","29,589",,MLB
335,MIL,MIA,0,2016,Miller Park,"Milwaukee, Wisconsin","23,215",,MLB
336,MIN,DET,0,2016,Target Field,"Minneapolis, Minnesota","23,049",,MLB
337,STL,WSH,0,2016,Busch Stadium,"St. Louis, Missouri","45,246",,MLB
338,ARI,COL,0,2016,Chase Field,"Phoenix, Arizona","23,004",,MLB
339,OAK,HOU,1,2016,Oakland Coliseum,"Oakland, California","20,159",,MLB
340,SEA,KC,1,2016,T-Mobile Park,"Seattle, Washington","38,684",,MLB
341,LAD,SD,0,2016,Dodger Stadium,"Los Angeles, California","49,686",,MLB
342,MIN,DET,0,2016,Target Field,"Minneapolis, Minnesota","31,109",,MLB
343,STL,WSH,0,2016,Busch Stadium,"St. Louis, Missouri","42,723",,MLB
344,OAK,HOU,1,2016,Oakland Coliseum,"Oakland, California","23,084",,MLB
345,NYM,SF,1,2016,Citi Field,"Queens, New York","44,466",,MLB
346,TB,TOR,1,2016,Tropicana Field,"St. Petersburg, Florida","14,948",,MLB
347,BAL,CHW,0,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","29,152",,MLB
348,PHI,CLE,1,2016,Citizens Bank Park,"Philadelphia, Pennsylvania","23,636",,MLB
349,PIT,CIN,1,2016,PNC Park,"Pittsburgh, Pennsylvania","34,810",,MLB
350,BOS,NYY,1,2016,Fenway Park,"Boston, Massachusetts","37,901",,MLB
351,MIL,MIA,0,2016,Miller Park,"Milwaukee, Wisconsin","28,193",,MLB
352,TEX,LAA,1,2016,Globe Life Park in Arlington,"Arlington, Texas","41,571",,MLB
353,ARI,COL,0,2016,Chase Field,"Phoenix, Arizona","32,987",,MLB
354,LAD,SD,0,2016,Dodger Stadium,"Los Angeles, California","45,740",,MLB
355,SEA,KC,1,2016,T-Mobile Park,"Seattle, Washington","43,444",,MLB
356,NYM,SF,0,2016,Citi Field,"Queens, New York","39,077",,MLB
357,TB,TOR,0,2016,Tropicana Field,"St. Petersburg, Florida","27,217",,MLB
358,BAL,CHW,0,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","28,803",,MLB
359,PIT,CIN,0,2016,PNC Park,"Pittsburgh, Pennsylvania","28,755",,MLB
360,MIL,MIA,1,2016,Miller Park,"Milwaukee, Wisconsin","28,181",,MLB
361,MIN,DET,0,2016,Target Field,"Minneapolis, Minnesota","24,749",,MLB
362,STL,WSH,0,2016,Busch Stadium,"St. Louis, Missouri","42,933",,MLB
363,CHC,ATL,0,2016,Wrigley Field,"Chicago, Illinois","40,164",,MLB
364,PHI,CLE,1,2016,Citizens Bank Park,"Philadelphia, Pennsylvania","23,809",,MLB
365,TEX,LAA,0,2016,Globe Life Park in Arlington,"Arlington, Texas","39,401",,MLB
366,OAK,HOU,0,2016,Oakland Coliseum,"Oakland, California","24,135",,MLB
367,SEA,KC,0,2016,T-Mobile Park,"Seattle, Washington","37,053",,MLB
368,LAD,SD,1,2016,Dodger Stadium,"Los Angeles, California","49,271",,MLB
369,ARI,COL,0,2016,Chase Field,"Phoenix, Arizona","25,458",,MLB
370,BOS,NYY,1,2016,Fenway Park,"Boston, Massachusetts","34,279",,MLB
371,PIT,CHC,0,2016,PNC Park,"Pittsburgh, Pennsylvania","18,376",,MLB
372,TOR,TEX,0,2016,Rogers Centre,"Toronto, Ontario","25,323",,MLB
373,CIN,SF,0,2016,Great American Ball Park,"Cincinnati, Ohio","13,829",,MLB
374,NYM,ATL,1,2016,Citi Field,"Queens, New York","23,847",,MLB
375,MIL,LAA,1,2016,Miller Park,"Milwaukee, Wisconsin","21,352",,MLB
376,HOU,MIN,0,2016,Minute Maid Park,"Houston, Texas","18,243",,MLB
377,KC,WSH,0,2016,Kauffman Stadium,"Kansas City, Missouri","32,394",,MLB
378,STL,PHI,1,2016,Busch Stadium,"St. Louis, Missouri","40,438",,MLB
379,OAK,SEA,0,2016,Oakland Coliseum,"Oakland, California","10,535",,MLB
380,SD,COL,1,2016,Petco Park,"San Diego, California","19,013",,MLB
381,CLE,DET,1,2016,Progressive Field,"Cleveland, Ohio","11,022",,MLB
382,BAL,NYY,1,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","16,083",,MLB
383,PIT,CHC,0,2016,PNC Park,"Pittsburgh, Pennsylvania","22,195",,MLB
384,TOR,TEX,1,2016,Rogers Centre,"Toronto, Ontario","24,437",,MLB
385,CIN,SF,0,2016,Great American Ball Park,"Cincinnati, Ohio","14,309",,MLB
386,NYM,ATL,0,2016,Citi Field,"Queens, New York","27,356",,MLB
387,MIA,ARI,1,2016,Marlins Park,"Miami, Florida","16,323",,MLB
388,TB,LAD,0,2016,Tropicana Field,"St. Petersburg, Florida","14,116",,MLB
389,CHW,BOS,1,2016,Guaranteed Rate Field,"Chicago, Illinois","15,025",,MLB
390,MIL,LAA,1,2016,Miller Park,"Milwaukee, Wisconsin","28,180",,MLB
391,HOU,MIN,1,2016,Minute Maid Park,"Houston, Texas","21,153",,MLB
392,KC,WSH,1,2016,Kauffman Stadium,"Kansas City, Missouri","33,729",,MLB
393,STL,PHI,0,2016,Busch Stadium,"St. Louis, Missouri","40,087",,MLB
394,OAK,SEA,0,2016,Oakland Coliseum,"Oakland, California","12,584",,MLB
395,SD,COL,1,2016,Petco Park,"San Diego, California","20,394",,MLB
396,CIN,SF,1,2016,Great American Ball Park,"Cincinnati, Ohio","21,333",,MLB
397,PIT,CHC,0,2016,PNC Park,"Pittsburgh, Pennsylvania","28,782",,MLB
398,NYM,ATL,1,2016,Citi Field,"Queens, New York","31,783",,MLB
399,MIL,LAA,0,2016,Miller Park,"Milwaukee, Wisconsin","21,907",,MLB
400,KC,WSH,0,2016,Kauffman Stadium,"Kansas City, Missouri","38,610",,MLB
401,OAK,SEA,0,2016,Oakland Coliseum,"Oakland, California","16,238",,MLB
402,SD,COL,0,2016,Petco Park,"San Diego, California","20,038",,MLB
403,CLE,DET,1,2016,Progressive Field,"Cleveland, Ohio","8,766",,MLB
404,BAL,NYY,0,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","15,998",,MLB
405,TOR,TEX,1,2016,Rogers Centre,"Toronto, Ontario","25,229",,MLB
406,MIA,ARI,1,2016,Marlins Park,"Miami, Florida","17,043",,MLB
407,TB,LAD,1,2016,Tropicana Field,"St. Petersburg, Florida","13,226",,MLB
408,CHW,BOS,0,2016,Guaranteed Rate Field,"Chicago, Illinois","14,383",,MLB
409,HOU,MIN,1,2016,Minute Maid Park,"Houston, Texas","20,847",,MLB
410,STL,PHI,1,2016,Busch Stadium,"St. Louis, Missouri","40,725",,MLB
411,STL,PHI,1,2016,Busch Stadium,"St. Louis, Missouri","41,818",,MLB
412,CLE,DET,1,2016,Progressive Field,"Cleveland, Ohio","10,350",,MLB
413,BAL,NYY,1,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","19,598",,MLB
414,TOR,TEX,1,2016,Rogers Centre,"Toronto, Ontario","35,468",,MLB
415,CIN,MIL,1,2016,Great American Ball Park,"Cincinnati, Ohio","13,088",,MLB
416,MIA,ARI,1,2016,Marlins Park,"Miami, Florida","16,704",,MLB
417,CHC,WSH,1,2016,Wrigley Field,"Chicago, Illinois","37,564",,MLB
418,CHW,BOS,0,2016,Guaranteed Rate Field,"Chicago, Illinois","20,126",,MLB
419,HOU,SEA,0,2016,Minute Maid Park,"Houston, Texas","20,151",,MLB
420,SD,NYM,1,2016,Petco Park,"San Diego, California","21,608",,MLB
421,SF,COL,0,2016,Oracle Park,"San Francisco, California","41,477",,MLB
422,CHC,WSH,1,2016,Wrigley Field,"Chicago, Illinois","39,206",,MLB
423,NYY,BOS,1,2016,Yankee Stadium,"Bronx, New York","45,756",,MLB
424,TOR,LAD,1,2016,Rogers Centre,"Toronto, Ontario","42,304",,MLB
425,CLE,KC,1,2016,Progressive Field,"Cleveland, Ohio","13,587",,MLB
426,DET,TEX,0,2016,Comerica Park,"Detroit, Michigan","28,522",,MLB
427,CIN,MIL,1,2016,Great American Ball Park,"Cincinnati, Ohio","28,249",,MLB
428,MIA,PHI,1,2016,Marlins Park,"Miami, Florida","19,983",,MLB
429,ATL,ARI,0,2016,Center Parc Stadium,"Atlanta, Georgia","23,514",,MLB
430,CHW,MIN,1,2016,Guaranteed Rate Field,"Chicago, Illinois","23,054",,MLB
431,HOU,SEA,1,2016,Minute Maid Park,"Houston, Texas","25,413",,MLB
432,STL,PIT,0,2016,Busch Stadium,"St. Louis, Missouri","43,093",,MLB
433,LAA,TB,0,2016,Angel Stadium,"Anaheim, California","41,253",,MLB
434,SF,COL,1,2016,Oracle Park,"San Francisco, California","41,358",,MLB
435,SD,NYM,1,2016,Petco Park,"San Diego, California","30,108",,MLB
436,NYY,BOS,1,2016,Yankee Stadium,"Bronx, New York","47,822",,MLB
437,BAL,OAK,0,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","15,110",,MLB
438,TOR,LAD,0,2016,Rogers Centre,"Toronto, Ontario","47,156",,MLB
439,DET,TEX,0,2016,Comerica Park,"Detroit, Michigan","35,551",,MLB
440,STL,PIT,1,2016,Busch Stadium,"St. Louis, Missouri","42,338",,MLB
441,CHC,WSH,1,2016,Wrigley Field,"Chicago, Illinois","40,471",,MLB
442,SF,COL,1,2016,Oracle Park,"San Francisco, California","41,590",,MLB
443,CLE,KC,0,2016,Progressive Field,"Cleveland, Ohio","17,302",,MLB
444,BAL,OAK,1,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","29,862",,MLB
445,CHW,MIN,1,2016,Guaranteed Rate Field,"Chicago, Illinois","28,049",,MLB
446,ATL,ARI,0,2016,Center Parc Stadium,"Atlanta, Georgia","22,178",,MLB
447,CIN,MIL,0,2016,Great American Ball Park,"Cincinnati, Ohio","27,567",,MLB
448,HOU,SEA,0,2016,Minute Maid Park,"Houston, Texas","31,559",,MLB
449,MIA,PHI,0,2016,Marlins Park,"Miami, Florida","21,719",,MLB
450,SD,NYM,0,2016,Petco Park,"San Diego, California","41,028",,MLB
451,LAA,TB,0,2016,Angel Stadium,"Anaheim, California","40,142",,MLB
452,TOR,LAD,0,2016,Rogers Centre,"Toronto, Ontario","46,665",,MLB
453,CLE,KC,1,2016,Progressive Field,"Cleveland, Ohio","14,463",,MLB
454,DET,TEX,0,2016,Comerica Park,"Detroit, Michigan","35,406",,MLB
455,CIN,MIL,0,2016,Great American Ball Park,"Cincinnati, Ohio","22,376",,MLB
456,MIA,PHI,0,2016,Marlins Park,"Miami, Florida","19,625",,MLB
457,DET,TEX,0,2016,Comerica Park,"Detroit, Michigan","35,406",,MLB
458,BAL,OAK,1,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","43,690",,MLB
459,ATL,ARI,0,2016,Center Parc Stadium,"Atlanta, Georgia","17,106",,MLB
460,CHW,MIN,1,2016,Guaranteed Rate Field,"Chicago, Illinois","23,801",,MLB
461,HOU,SEA,1,2016,Minute Maid Park,"Houston, Texas","28,148",,MLB
462,STL,PIT,0,2016,Busch Stadium,"St. Louis, Missouri","42,441",,MLB
463,CHC,WSH,1,2016,Wrigley Field,"Chicago, Illinois","41,233",,MLB
464,LAA,TB,0,2016,Angel Stadium,"Anaheim, California","41,086",,MLB
465,SF,COL,0,2016,Oracle Park,"San Francisco, California","41,593",,MLB
466,SD,NYM,0,2016,Petco Park,"San Diego, California","27,461",,MLB
467,NYY,BOS,0,2016,Yankee Stadium,"Bronx, New York","41,869",,MLB
468,WSH,DET,1,2016,Nationals Park,"Washington, D.C.","27,153",,MLB
469,NYY,KC,1,2016,Yankee Stadium,"Bronx, New York","41,243",,MLB
470,BOS,OAK,1,2016,Fenway Park,"Boston, Massachusetts","35,227",,MLB
471,CIN,PIT,1,2016,Great American Ball Park,"Cincinnati, Ohio","12,103",,MLB
472,MIA,MIL,1,2016,Marlins Park,"Miami, Florida","16,769",,MLB
473,TEX,CHW,0,2016,Globe Life Park in Arlington,"Arlington, Texas","22,958",,MLB
474,HOU,CLE,1,2016,Minute Maid Park,"Houston, Texas","20,222",,MLB
475,COL,ARI,0,2016,Coors Field,"Denver, Colorado","22,053",,MLB
476,SEA,TB,1,2016,T-Mobile Park,"Seattle, Washington","15,230",,MLB
477,LAD,NYM,0,2016,Dodger Stadium,"Los Angeles, California","42,186",,MLB
478,SF,TOR,0,2016,Oracle Park,"San Francisco, California","41,256",,MLB
479,NYY,KC,1,2016,Yankee Stadium,"Bronx, New York","39,128",,MLB
480,WSH,DET,0,2016,Nationals Park,"Washington, D.C.","24,476",,MLB
481,BOS,OAK,1,2016,Fenway Park,"Boston, Massachusetts","32,167",,MLB
482,ATL,PHI,0,2016,Center Parc Stadium,"Atlanta, Georgia","14,490",,MLB
483,MIA,MIL,0,2016,Marlins Park,"Miami, Florida","17,225",,MLB
484,TEX,CHW,1,2016,Globe Life Park in Arlington,"Arlington, Texas","25,804",,MLB
485,CHC,SD,1,2016,Wrigley Field,"Chicago, Illinois","34,680",,MLB
486,MIN,BAL,0,2016,Target Field,"Minneapolis, Minnesota","21,586",,MLB
487,HOU,CLE,0,2016,Minute Maid Park,"Houston, Texas","23,976",,MLB
488,COL,ARI,0,2016,Coors Field,"Denver, Colorado","23,363",,MLB
489,LAA,STL,0,2016,Angel Stadium,"Anaheim, California","30,679",,MLB
490,SEA,TB,1,2016,T-Mobile Park,"Seattle, Washington","16,013",,MLB
491,LAD,NYM,1,2016,Dodger Stadium,"Los Angeles, California","38,858",,MLB
492,SF,TOR,0,2016,Oracle Park,"San Francisco, California","41,464",,MLB
493,CHC,SD,0,2016,Wrigley Field,"Chicago, Illinois","34,508",,MLB
494,MIN,BAL,0,2016,Target Field,"Minneapolis, Minnesota","25,094",,MLB
495,TEX,CHW,1,2016,Globe Life Park in Arlington,"Arlington, Texas","29,023",,MLB
496,HOU,CLE,1,2016,Minute Maid Park,"Houston, Texas","24,453",,MLB
497,COL,ARI,1,2016,Coors Field,"Denver, Colorado","34,890",,MLB
498,SEA,TB,1,2016,T-Mobile Park,"Seattle, Washington","23,000",,MLB
499,SF,TOR,1,2016,Oracle Park,"San Francisco, California","41,372",,MLB
500,NYY,KC,0,2016,Yankee Stadium,"Bronx, New York","31,226",,MLB
501,WSH,DET,1,2016,Nationals Park,"Washington, D.C.","35,695",,MLB
502,BOS,OAK,1,2016,Fenway Park,"Boston, Massachusetts","33,283",,MLB
503,ATL,PHI,1,2016,Center Parc Stadium,"Atlanta, Georgia","13,760",,MLB
504,CIN,PIT,0,2016,Great American Ball Park,"Cincinnati, Ohio","14,694",,MLB
505,MIA,MIL,1,2016,Marlins Park,"Miami, Florida","19,893",,MLB
506,CHC,SD,0,2016,Wrigley Field,"Chicago, Illinois","37,828",,MLB
507,LAA,STL,0,2016,Angel Stadium,"Anaheim, California","33,378",,MLB
508,LAD,NYM,0,2016,Dodger Stadium,"Los Angeles, California","40,970",,MLB
509,BAL,DET,1,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","14,918",,MLB
510,NYY,KC,1,2016,Yankee Stadium,"Bronx, New York","35,944",,MLB
511,BOS,HOU,1,2016,Fenway Park,"Boston, Massachusetts","34,982",,MLB
512,ATL,PHI,0,2016,Center Parc Stadium,"Atlanta, Georgia","15,643",,MLB
513,MIL,SD,0,2016,Miller Park,"Milwaukee, Wisconsin","17,374",,MLB
514,ARI,SF,0,2016,Chase Field,"Phoenix, Arizona","19,461",,MLB
515,LAA,STL,0,2016,Angel Stadium,"Anaheim, California","35,413",,MLB
516,LAD,NYM,1,2016,Dodger Stadium,"Los Angeles, California","41,765",,MLB
517,CHC,PIT,1,2016,Wrigley Field,"Chicago, Illinois","37,479",,MLB
518,BAL,DET,1,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","30,488",,MLB
519,NYY,CHW,0,2016,Yankee Stadium,"Bronx, New York","34,264",,MLB
520,WSH,MIA,1,2016,Nationals Park,"Washington, D.C.","28,232",,MLB
521,PHI,CIN,1,2016,Citizens Bank Park,"Philadelphia, Pennsylvania","22,230",,MLB
522,BOS,HOU,0,2016,Fenway Park,"Boston, Massachusetts","33,148",,MLB
523,CLE,MIN,1,2016,Progressive Field,"Cleveland, Ohio","17,803",,MLB
524,TB,OAK,0,2016,Tropicana Field,"St. Petersburg, Florida","14,604",,MLB
525,TEX,TOR,0,2016,Globe Life Park in Arlington,"Arlington, Texas","40,344",,MLB
526,MIL,SD,1,2016,Miller Park,"Milwaukee, Wisconsin","35,291",,MLB
527,KC,ATL,1,2016,Kauffman Stadium,"Kansas City, Missouri","33,132",,MLB
528,COL,NYM,1,2016,Coors Field,"Denver, Colorado","38,712",,MLB
529,ARI,SF,0,2016,Chase Field,"Phoenix, Arizona","21,753",,MLB
530,SEA,LAA,0,2016,T-Mobile Park,"Seattle, Washington","34,579",,MLB
531,LAD,STL,1,2016,Dodger Stadium,"Los Angeles, California","46,716",,MLB
532,BOS,HOU,1,2016,Fenway Park,"Boston, Massachusetts","37,430",,MLB
533,NYY,CHW,1,2016,Yankee Stadium,"Bronx, New York","39,691",,MLB
534,WSH,MIA,1,2016,Nationals Park,"Washington, D.C.","28,634",,MLB
535,CHC,PIT,1,2016,Wrigley Field,"Chicago, Illinois","40,953",,MLB
536,CLE,MIN,0,2016,Progressive Field,"Cleveland, Ohio","15,428",,MLB
537,TB,OAK,1,2016,Tropicana Field,"St. Petersburg, Florida","28,158",,MLB
538,BAL,DET,1,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","32,174",,MLB
539,PHI,CIN,1,2016,Citizens Bank Park,"Philadelphia, Pennsylvania","29,535",,MLB
540,WSH,MIA,0,2016,Nationals Park,"Washington, D.C.","30,019",,MLB
541,MIL,SD,0,2016,Miller Park,"Milwaukee, Wisconsin","28,896",,MLB
542,MIL,SD,0,2016,American Family Field,"Milwaukee, Wisconsin","28,896",,MLB
543,KC,ATL,0,2016,Kauffman Stadium,"Kansas City, Missouri","36,541",,MLB
544,TEX,TOR,1,2016,Globe Life Park in Arlington,"Arlington, Texas","47,115",,MLB
545,COL,NYM,1,2016,Coors Field,"Denver, Colorado","34,362",,MLB
546,ARI,SF,0,2016,Chase Field,"Phoenix, Arizona","32,448",,MLB
547,SEA,LAA,0,2016,T-Mobile Park,"Seattle, Washington","42,038",,MLB
548,LAD,STL,1,2016,Dodger Stadium,"Los Angeles, California","48,459",,MLB
549,NYY,CHW,1,2016,Yankee Stadium,"Bronx, New York","41,979",,MLB
550,CLE,MIN,0,2016,Progressive Field,"Cleveland, Ohio","13,236",,MLB
551,TB,OAK,0,2016,Tropicana Field,"St. Petersburg, Florida","19,545",,MLB
552,BAL,DET,0,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","37,890",,MLB
553,BOS,HOU,1,2016,Fenway Park,"Boston, Massachusetts","35,736",,MLB
554,WSH,MIA,0,2016,Nationals Park,"Washington, D.C.","36,786",,MLB
555,PHI,CIN,0,2016,Citizens Bank Park,"Philadelphia, Pennsylvania","27,869",,MLB
556,MIL,SD,1,2016,Miller Park,"Milwaukee, Wisconsin","26,306",,MLB
557,KC,ATL,1,2016,Kauffman Stadium,"Kansas City, Missouri","33,861",,MLB
558,CHC,PIT,0,2016,Wrigley Field,"Chicago, Illinois","40,814",,MLB
559,TEX,TOR,1,2016,Globe Life Park in Arlington,"Arlington, Texas","41,327",,MLB
560,SEA,LAA,0,2016,T-Mobile Park,"Seattle, Washington","40,852",,MLB
561,COL,NYM,1,2016,Coors Field,"Denver, Colorado","36,901",,MLB
562,ARI,SF,0,2016,Chase Field,"Phoenix, Arizona","25,007",,MLB
563,LAD,STL,0,2016,Dodger Stadium,"Los Angeles, California","51,350",,MLB
564,CLE,CIN,1,2016,Progressive Field,"Cleveland, Ohio","12,184",,MLB
565,PHI,MIA,0,2016,Citizens Bank Park,"Philadelphia, Pennsylvania","28,348",,MLB
566,PIT,ATL,1,2016,PNC Park,"Pittsburgh, Pennsylvania","16,905",,MLB
567,TOR,TB,0,2016,Rogers Centre,"Toronto, Ontario","26,516",,MLB
568,DET,MIN,1,2016,Comerica Park,"Detroit, Michigan","25,925",,MLB
569,ARI,NYY,1,2016,Chase Field,"Phoenix, Arizona","32,718",,MLB
570,OAK,TEX,1,2016,Oakland Coliseum,"Oakland, California","10,068",,MLB
571,LAD,LAA,0,2016,Dodger Stadium,"Los Angeles, California","39,583",,MLB
572,CLE,CIN,1,2016,Progressive Field,"Cleveland, Ohio","13,095",,MLB
573,BAL,SEA,0,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","14,477",,MLB
574,PHI,MIA,1,2016,Citizens Bank Park,"Philadelphia, Pennsylvania","18,140",,MLB
575,PIT,ATL,1,2016,PNC Park,"Pittsburgh, Pennsylvania","19,400",,MLB
576,TOR,TB,0,2016,Rogers Centre,"Toronto, Ontario","27,521",,MLB
577,DET,MIN,1,2016,Comerica Park,"Detroit, Michigan","27,652",,MLB
578,NYM,WSH,1,2016,Citi Field,"Queens, New York","36,701",,MLB
579,CHW,HOU,0,2016,Guaranteed Rate Field,"Chicago, Illinois","13,481",,MLB
580,MIL,CHC,1,2016,Miller Park,"Milwaukee, Wisconsin","24,361",,MLB
581,KC,BOS,1,2016,Kauffman Stadium,"Kansas City, Missouri","25,215",,MLB
582,STL,COL,0,2016,Busch Stadium,"St. Louis, Missouri","41,109",,MLB
583,ARI,NYY,1,2016,Chase Field,"Phoenix, Arizona","30,913",,MLB
584,OAK,TEX,1,2016,Oakland Coliseum,"Oakland, California","12,718",,MLB
585,LAD,LAA,1,2016,Dodger Stadium,"Los Angeles, California","42,514",,MLB
586,SD,SF,0,2016,Petco Park,"San Diego, California","24,433",,MLB
587,PHI,MIA,1,2016,Citizens Bank Park,"Philadelphia, Pennsylvania","29,579",,MLB
588,DET,MIN,1,2016,Comerica Park,"Detroit, Michigan","29,035",,MLB
589,KC,BOS,1,2016,Kauffman Stadium,"Kansas City, Missouri","33,613",,MLB
590,OAK,TEX,1,2016,Oakland Coliseum,"Oakland, California","14,323",,MLB
591,NYM,WSH,0,2016,Citi Field,"Queens, New York","30,100",,MLB
592,BAL,SEA,1,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","21,167",,MLB
593,PIT,ATL,0,2016,PNC Park,"Pittsburgh, Pennsylvania","18,201",,MLB
594,TOR,TB,0,2016,Rogers Centre,"Toronto, Ontario","29,078",,MLB
595,CIN,CLE,0,2016,Great American Ball Park,"Cincinnati, Ohio","22,815",,MLB
596,CHW,HOU,0,2016,Guaranteed Rate Field,"Chicago, Illinois","14,936",,MLB
597,MIL,CHC,0,2016,Miller Park,"Milwaukee, Wisconsin","31,212",,MLB
598,STL,COL,1,2016,Busch Stadium,"St. Louis, Missouri","42,618",,MLB
599,KC,BOS,0,2016,Kauffman Stadium,"Kansas City, Missouri","23,739",,MLB
600,ARI,NYY,0,2016,Chase Field,"Phoenix, Arizona","32,191",,MLB
601,LAA,LAD,1,2016,Angel Stadium,"Anaheim, California","44,006",,MLB
602,SD,SF,0,2016,Petco Park,"San Diego, California","23,518",,MLB
603,BAL,SEA,0,2016,Oriole Park at Camden Yards,"Baltimore, Maryland","35,012",,MLB
604,MIL,CHC,1,2016,Miller Park,"Milwaukee, Wisconsin","38,781",,MLB
605,PIT,ATL,1,2016,PNC Park,"Pittsburgh, Pennsylvania","23,074",,MLB
606,CIN,CLE,0,2016,Great American Ball Park,"Cincinnati, Ohio","21,173",,MLB
607,NYM,WSH,0,2016,Citi Field,"Queens, New York","39,494",,MLB
608,STL,COL,1,2016,Busch Stadium,"St. Louis, Missouri","43,683",,MLB
609,CHW,HOU,1,2016,Guaranteed Rate Field,"Chicago, Illinois","20,096",,MLB
610,MIN,TOR,0,2016,Target Field,"Minneapolis, Minnesota","25,435",,MLB
611,SD,SF,0,2016,Petco Park,"San Diego, California","26,417",,MLB
612,LAA,LAD,1,2016,Angel Stadium,"Anaheim, California","45,007",,MLB
613,OAK,NYY,0,2016,Oakland Coliseum,"Oakland, California","17,456",,MLB
614,PHI,ATL,0,2016,Citizens Bank Park,"Philadelphia, Pennsylvania","27,257",,MLB
615,PIT,COL,1,2016,PNC Park,"Pittsburgh, Pennsylvania","23,248",,MLB
616,BOS,CLE,0,2016,Fenway Park,"Boston, Massachusetts","37,354",,MLB
617,DET,TB,0,2016,Comerica Park,"Detroit, Michigan","30,304",,MLB
618,CIN,SEA,0,2016,Great American Ball Park,"Cincinnati, Ohio","20,435",,MLB
619,NYM,MIL,1,2016,Citi Field,"Queens, New York","36,239",,MLB
620,MIA,WSH,0,2016,Marlins Park,"Miami, Florida","20,017",,MLB
621,CHW,KC,0,2016,Guaranteed Rate Field,"Chicago, Illinois","24,020",,MLB
622,MIN,TOR,0,2016,Target Field,"Minneapolis, Minnesota","29,396",,MLB
623,HOU,TEX,0,2016,Minute Maid Park,"Houston, Texas","28,724",,MLB
624,STL,ARI,0,2016,Busch Stadium,"St. Louis, Missouri","43,301",,MLB
625,OAK,NYY,0,2016,Oakland Coliseum,"Oakland, California","28,235",,MLB
626,LAA,BAL,0,2016,Angel Stadium,"Anaheim, California","40,987",,MLB
627,SF,CHC,0,2016,Oracle Park,"San Francisco, California","41,750",,MLB
628,SD,LAD,1,2016,Petco Park,"San Diego, California","31,836",,MLB
629,CHW,KC,0,2016,Guaranteed Rate Field,"Chicago, Illinois","27,631",,MLB
630,MIN,TOR,1,2016,Target Field,"Minneapolis, Minnesota","30,460",,MLB
631,PHI,ATL,0,2016,Citizens Bank Park,"Philadelphia, Pennsylvania","20,196",,MLB
632,BOS,CLE,1,2016,Fenway Park,"Boston, Massachusetts","37,254",,MLB
633,OAK,NYY,0,2016,Oakland Coliseum,"Oakland, California","26,356",,MLB
634,PIT,COL,0,2016,PNC Park,"Pittsburgh, Pennsylvania","31,352",,MLB
635,STL,ARI,1,2016,Busch Stadium,"St. Louis, Missouri","45,117",,MLB
636,DET,TB,1,2016,Comerica Park,"Detroit, Michigan","32,316",,MLB
637,CIN,SEA,0,2016,Great American Ball Park,"Cincinnati, Ohio","38,200",,MLB
638,NYM,MIL,1,2016,Citi Field,"Queens, New York","39,688",,MLB
639,HOU,TEX,0,2016,Minute Maid Park,"Houston, Texas","35,040",,MLB
640,SF,CHC,1,2016,Oracle Park,"San Francisco, California","41,507",,MLB
